Date,EMIRATESNBD,DIB,EMAAR,CBD,MASQ,DEWA
2024-12-11,259.26,882.35,236.19,73.42,131.22,80.24
2024-12-12,257.51,851.01,231.76,74.87,133.56,81.56
2024-12-13,258.54,842.2,227.33,75.6,135.79,78.55
2024-12-16,249.31,829.35,231.95,73.85,132.76,79.6
2024-12-17,254.24,819.46,236.89,74.14,133.8,77.89
2024-12-18,251.93,817.12,231.85,75.18,135.61,79.88
2024-12-19,252.7,809.81,226.03,77.51,138.07,80.18
2024-12-20,254.68,778.16,225.66,78.93,137.93,81.25
2024-12-23,252.13,790.19,222.16,80.17,135.64,81.43
2024-12-24,251.6,773.63,218.63,80.3,134.34,78.61
2024-12-25,241.48,777.72,213.26,80.97,131.7,77.3
2024-12-26,245.14,810.37,211.37,83.03,131.63,78.38
2024-12-27,250.55,795.87,206.6,80.86,131.05,78.68
2024-12-30,242.16,756.0,202.17,80.33,136.74,80.58
2024-12-31,240.31,752.05,203.48,79.13,139.25,81.27
2025-01-01,234.52,768.99,203.36,79.77,142.02,79.74
2025-01-02,233.8,799.49,205.43,81.77,143.43,78.51
2025-01-03,236.95,780.23,198.76,80.84,142.45,78.71
2025-01-06,241.75,788.37,198.9,77.01,141.74,75.1
2025-01-07,247.29,781.43,207.26,76.42,141.29,77.65
2025-01-08,253.9,780.16,205.82,77.85,141.89,78.38
2025-01-09,252.9,821.81,209.31,78.73,143.07,80.34
2025-01-10,247.22,797.52,212.83,79.44,143.14,77.84
2025-01-13,246.78,801.97,216.62,79.04,142.38,79.82
2025-01-14,250.03,809.87,217.45,77.05,140.76,83.42
2025-01-15,244.02,827.86,220.03,77.89,136.91,81.26
2025-01-16,252.24,829.9,223.21,76.63,140.49,82.55
2025-01-17,256.9,835.42,226.16,80.01,146.76,82.6
2025-01-20,255.96,829.3,221.22,80.97,150.35,80.09
2025-01-21,252.45,834.18,213.77,80.07,146.64,80.92
2025-01-22,249.2,828.87,207.24,79.13,149.02,82.31
2025-01-23,249.69,839.59,206.22,79.02,152.15,81.36
2025-01-24,248.67,833.8,208.78,78.68,151.0,83.29
2025-01-27,253.52,840.5,204.27,80.48,152.55,80.56
2025-01-28,251.91,840.43,208.15,80.82,151.23,78.19
2025-01-29,254.59,859.78,206.16,79.68,155.93,78.44
2025-01-30,254.57,859.33,204.23,82.73,157.15,78.52
2025-01-31,256.07,829.28,200.92,82.85,154.35,77.44
2025-02-03,255.02,850.63,193.44,84.17,156.49,78.73
2025-02-04,258.75,835.64,194.43,83.18,159.88,79.61
2025-02-05,262.62,825.14,201.19,83.83,160.6,81.01
2025-02-06,265.17,815.72,201.03,84.39,162.22,80.85
2025-02-07,268.52,838.55,193.69,81.25,162.07,81.87
2025-02-10,263.58,803.15,196.81,84.56,158.48,81.18
2025-02-11,265.42,853.96,190.52,86.79,158.07,84.55
2025-02-12,272.18,872.42,186.0,86.14,159.81,83.22
2025-02-13,275.0,876.75,185.21,84.28,159.48,86.77
2025-02-14,269.46,876.23,185.76,84.91,162.11,86.87
2025-02-17,269.33,881.67,182.1,85.1,160.92,84.53
2025-02-18,271.49,891.3,181.18,85.75,159.95,86.88
2025-02-19,267.51,903.25,183.87,86.12,162.69,87.14
2025-02-20,260.38,913.73,187.09,87.04,163.49,88.67
2025-02-21,258.86,915.83,191.87,89.6,162.23,90.88
2025-02-24,255.15,912.67,199.29,90.66,165.66,91.54
2025-02-25,255.21,910.37,202.62,88.8,163.46,90.51
2025-02-26,247.21,907.27,201.84,91.27,161.17,92.32
2025-02-27,250.13,928.3,205.41,94.31,152.13,92.36
2025-02-28,247.08,939.78,207.43,100.3,150.52,93.68
2025-03-03,252.12,884.99,209.64,98.1,154.53,89.69
2025-03-04,250.85,897.04,210.49,98.62,148.21,90.54
2025-03-05,250.85,900.98,206.75,94.57,145.46,89.42
2025-03-06,250.11,901.09,202.6,95.66,146.81,92.43
2025-03-07,246.79,894.54,202.31,94.66,140.29,93.62
2025-03-10,259.12,915.1,203.01,98.35,138.93,94.12
2025-03-11,256.68,932.9,200.36,96.87,142.17,95.08
2025-03-12,262.06,918.95,202.15,93.65,148.05,93.23
2025-03-13,256.46,926.89,210.67,92.81,148.98,96.3
2025-03-14,258.5,909.34,203.42,89.19,146.3,100.19
2025-03-17,261.1,884.7,205.89,90.58,143.56,101.03
2025-03-18,261.11,874.06,205.73,86.88,144.05,104.29
2025-03-19,258.25,889.57,207.68,86.97,144.93,103.15
2025-03-20,257.02,906.97,206.0,83.4,150.39,101.56
2025-03-21,255.08,916.73,205.5,82.91,153.38,101.7
2025-03-24,267.46,930.48,206.13,85.68,153.72,102.63
2025-03-25,267.47,940.55,204.99,86.34,152.76,101.87
2025-03-26,270.41,928.96,198.86,84.89,162.05,103.02
2025-03-27,280.19,937.45,198.03,84.88,164.16,103.7
2025-03-28,275.41,952.92,192.52,84.95,162.05,101.68
2025-03-31,275.76,967.77,195.13,85.8,161.4,102.79
2025-04-01,274.41,991.27,187.95,83.49,158.65,104.62
2025-04-02,274.08,1005.81,191.91,84.53,151.1,105.03
2025-04-03,273.23,1013.38,193.65,80.0,152.12,107.5
2025-04-04,269.37,1035.58,195.43,79.03,157.62,104.94
2025-04-07,270.56,1035.55,187.07,78.3,152.56,105.97
2025-04-08,264.94,1017.8,185.93,79.33,152.8,103.55
2025-04-09,270.32,1014.99,190.31,79.4,150.72,101.29
2025-04-10,273.82,1000.38,188.43,77.21,152.37,100.06
2025-04-11,271.25,987.37,184.47,75.73,151.92,98.23
2025-04-14,268.98,985.01,182.21,76.07,147.86,97.2
2025-04-15,270.59,969.89,182.05,75.98,145.03,96.83
2025-04-16,266.41,964.4,179.04,75.14,142.7,98.5
2025-04-17,276.19,928.36,183.55,74.46,146.6,97.92
2025-04-18,278.31,932.78,183.41,75.53,150.47,94.86
2025-04-21,280.64,933.27,181.46,74.79,149.61,97.07
2025-04-22,284.6,918.49,176.83,74.69,153.36,95.5
2025-04-23,281.45,931.06,178.63,77.97,152.9,95.43
2025-04-24,287.72,948.98,180.37,75.79,151.98,96.33
2025-04-25,288.52,918.94,177.6,73.02,152.23,96.76
2025-04-28,294.15,905.38,169.74,74.2,153.17,98.93
2025-04-29,293.13,891.91,171.22,73.23,151.55,99.93
2025-04-30,301.0,875.59,170.67,72.8,151.69,98.26
